Monito Expense Manager,,,,
Version 8.3,,,,
Created on 13/07/2026,,,,
,,,,
Date,Category type,Category name,Note,Amount
19/03/2023,Expense,Entertainment,Zomato,1840
21/03/2023,Expense,Others,,2194
23/03/2023,Expense,Shopping,,2063
23/03/2023,Expense,Others,Local vendor,438
23/03/2023,Income,Salary,,60682
25/03/2023,Expense,Others,BigBasket,1457
27/03/2023,Expense,Clothing,BigBasket,416
27/03/2023,Income,Salary,,47455
31/03/2023,Expense,Credit card Bill payment,Zomato,2478
31/03/2023,Expense,Shopping,Movie tickets,1758
01/04/2023,Expense,Rent,Zomato,1063
04/04/2023,Expense,Clothing,Zomato,1147
04/04/2023,Expense,Others,BigBasket,1522
06/04/2023,Expense,Others,Zomato,320
07/04/2023,Expense,Home,Swiggy,1937
07/04/2023,Expense,Shopping,,1377
09/04/2023,Expense,Entertainment,,870
12/04/2023,Expense,Credit card Bill payment,Flipkart,368
13/04/2023,Expense,Travel,Zomato,2217
13/04/2023,Expense,Clothing,Flipkart,905
15/04/2023,Expense,Shopping,,771
16/04/2023,Expense,Others,,401
17/04/2023,Expense,Food,Movie tickets,2147
20/04/2023,Expense,Others,,1898
20/04/2023,Expense,Groceries,Electricity board,799
22/04/2023,Expense,Groceries,Electricity board,193
23/04/2023,Income,Salary,,45255
25/04/2023,Expense,Food,,53
24/04/2023,Expense,Credit card Bill payment,Zomato,2884
28/04/2023,Income,Salary,,32322
27/04/2023,Expense,Home,Electricity board,2085
30/04/2023,Expense,Clothing,Electricity board,297
30/04/2023,Expense,Shopping,Local vendor,2507
01/05/2023,Expense,Travel,Local vendor,736
04/05/2023,Expense,Food,Electricity board,2971
05/05/2023,Expense,Credit card Bill payment,Swiggy,140
05/05/2023,Expense,Shopping,,185
06/05/2023,Expense,Clothing,Swiggy,920
09/05/2023,Expense,Groceries,Uber,1242
11/05/2023,Expense,Groceries,Local vendor,1465
10/05/2023,Expense,Shopping,Movie tickets,479
12/05/2023,Expense,Groceries,Uber,1342
15/05/2023,Expense,Groceries,Uber,2520
16/05/2023,Expense,Travel,Ola,1538
16/05/2023,Expense,Entertainment,Swiggy,950
19/05/2023,Expense,Shopping,BigBasket,597
18/05/2023,Expense,Entertainment,,1428
20/05/2023,Expense,Home,Swiggy,2860
21/05/2023,Expense,Entertainment,Electricity board,1485
24/05/2023,Expense,Food,Flipkart,2126
25/05/2023,Expense,Entertainment,Amazon,1928
25/05/2023,Expense,Travel,Ola,368
27/05/2023,Expense,Entertainment,Local vendor,616
30/05/2023,Expense,Clothing,Amazon,2668
31/05/2023,Expense,Clothing,Movie tickets,2201
01/06/2023,Expense,Food,Movie tickets,152
03/06/2023,Expense,Credit card Bill payment,Zomato,588
03/06/2023,Expense,Others,Zomato,1299
04/06/2023,Expense,Groceries,Uber,1974
07/06/2023,Expense,Clothing,,2430
06/06/2023,Expense,Entertainment,Electricity board,1166
09/06/2023,Expense,Food,Amazon,1528
09/06/2023,Expense,Home,Flipkart,2417
10/06/2023,Expense,Others,BigBasket,1856
12/06/2023,Expense,Groceries,Zomato,1209
14/06/2023,Expense,Food,Flipkart,1589
15/06/2023,Expense,Credit card Bill payment,Swiggy,2659
18/06/2023,Expense,Groceries,Local vendor,450
17/06/2023,Expense,Shopping,Zomato,1714
19/06/2023,Expense,Groceries,Movie tickets,2843
21/06/2023,Income,Refund,,50978
22/06/2023,Expense,Entertainment,Uber,2549
24/06/2023,Expense,Shopping,Ola,424
24/06/2023,Expense,Travel,Uber,2072
25/06/2023,Expense,Groceries,Movie tickets,1296
27/06/2023,Expense,Shopping,,3007
30/06/2023,Expense,Home,Swiggy,1279
30/06/2023,Expense,Home,Uber,1868
02/07/2023,Expense,Shopping,BigBasket,1942
04/07/2023,Expense,Travel,Electricity board,2066
04/07/2023,Expense,Others,Ola,1873
05/07/2023,Expense,Rent,Zomato,1327
06/07/2023,Expense,Home,Local vendor,91
08/07/2023,Expense,Entertainment,Swiggy,971
08/07/2023,Expense,Food,Movie tickets,2633
10/07/2023,Expense,Credit card Bill payment,Swiggy,2689
11/07/2023,Expense,Shopping,Ola,2782
13/07/2023,Expense,Food,Swiggy,1422
15/07/2023,Expense,Rent,Uber,2185
15/07/2023,Expense,Food,,2845
17/07/2023,Expense,Home,,1832
20/07/2023,Expense,Shopping,Flipkart,1126
20/07/2023,Expense,Others,Zomato,2336
20/07/2023,Expense,Clothing,Amazon,178
23/07/2023,Expense,Others,Movie tickets,1704
23/07/2023,Expense,Entertainment,Ola,84
26/07/2023,Expense,Entertainment,Electricity board,512
28/07/2023,Expense,Travel,Movie tickets,1085
28/07/2023,Expense,Home,Amazon,267
29/07/2023,Expense,Travel,Zomato,2865
01/08/2023,Expense,Travel,Uber,1337
02/08/2023,Expense,Home,Local vendor,1882
02/08/2023,Income,Refund,,51210
03/08/2023,Expense,Credit card Bill payment,Electricity board,765
04/08/2023,Expense,Clothing,Flipkart,618
07/08/2023,Expense,Entertainment,Amazon,2163
07/08/2023,Expense,Travel,,720
08/08/2023,Expense,Credit card Bill payment,Ola,2194
11/08/2023,Expense,Groceries,,2856
13/08/2023,Expense,Entertainment,Zomato,906
14/08/2023,Expense,Credit card Bill payment,Movie tickets,1863
15/08/2023,Expense,Groceries,Zomato,1334
16/08/2023,Expense,Credit card Bill payment,Local vendor,200
18/08/2023,Expense,Others,Flipkart,1750
19/08/2023,Expense,Clothing,Ola,2822
21/08/2023,Expense,Travel,Flipkart,1537
20/08/2023,Expense,Clothing,Amazon,681
22/08/2023,Expense,Groceries,Ola,1931
23/08/2023,Expense,Credit card Bill payment,Uber,1386
26/08/2023,Expense,Groceries,Flipkart,112
27/08/2023,Income,Salary,,55552
27/08/2023,Income,Refund,,65711
30/08/2023,Expense,Entertainment,,1213
29/08/2023,Expense,Credit card Bill payment,Electricity board,1761
31/08/2023,Expense,Food,Amazon,1964
02/09/2023,Expense,Food,Movie tickets,1075
02/09/2023,Expense,Groceries,Electricity board,653
04/09/2023,Expense,Rent,,2513
05/09/2023,Expense,Home,Local vendor,2356
07/09/2023,Expense,Food,Swiggy,886
10/09/2023,Expense,Travel,BigBasket,1343
09/09/2023,Expense,Home,Amazon,1444
12/09/2023,Expense,Credit card Bill payment,Movie tickets,1332
13/09/2023,Expense,Credit card Bill payment,Local vendor,1378
15/09/2023,Expense,Rent,Flipkart,2348
16/09/2023,Expense,Shopping,Uber,1426
18/09/2023,Expense,Clothing,Ola,2284
19/09/2023,Expense,Credit card Bill payment,Zomato,1440
19/09/2023,Expense,Entertainment,Uber,1546
22/09/2023,Expense,Entertainment,Flipkart,2211
22/09/2023,Income,Salary,,48650
23/09/2023,Expense,Rent,BigBasket,986
24/09/2023,Expense,Travel,Local vendor,794
25/09/2023,Expense,Food,Electricity board,2700
27/09/2023,Expense,Groceries,Ola,1060
30/09/2023,Expense,Rent,Amazon,433
01/10/2023,Expense,Others,Swiggy,2030
03/10/2023,Expense,Clothing,BigBasket,2514
03/10/2023,Expense,Home,Electricity board,758
05/10/2023,Expense,Food,Swiggy,1387
06/10/2023,Expense,Credit card Bill payment,Ola,497
07/10/2023,Expense,Shopping,BigBasket,945
08/10/2023,Expense,Entertainment,Swiggy,2218
09/10/2023,Expense,Home,Electricity board,434
11/10/2023,Income,Refund,,44542
12/10/2023,Expense,Groceries,,1298
13/10/2023,Expense,Rent,Swiggy,2066
14/10/2023,Expense,Shopping,Ola,204
17/10/2023,Expense,Clothing,,1343
19/10/2023,Expense,Entertainment,Local vendor,2403
19/10/2023,Expense,Rent,Swiggy,2385
19/10/2023,Expense,Shopping,Zomato,2809
23/10/2023,Expense,Food,Uber,1802
24/10/2023,Expense,Travel,Local vendor,1776
23/10/2023,Expense,Shopping,Zomato,2226
26/10/2023,Expense,Clothing,Electricity board,1426
28/10/2023,Expense,Rent,Local vendor,2155
27/10/2023,Expense,Clothing,Electricity board,266
29/10/2023,Expense,Home,,2468
01/11/2023,Expense,Groceries,Movie tickets,2462
02/11/2023,Expense,Entertainment,Zomato,2578
03/11/2023,Expense,Entertainment,Flipkart,2083
05/11/2023,Expense,Others,Flipkart,2915
05/11/2023,Expense,Food,Swiggy,1105
07/11/2023,Expense,Groceries,Movie tickets,2514
08/11/2023,Expense,Shopping,Electricity board,2636
08/11/2023,Expense,Home,,186
12/11/2023,Expense,Clothing,Amazon,971
12/11/2023,Expense,Food,Uber,2351
14/11/2023,Expense,Rent,Movie tickets,1352
14/11/2023,Expense,Entertainment,Amazon,2122
15/11/2023,Expense,Shopping,Amazon,1638
18/11/2023,Expense,Rent,,860
20/11/2023,Expense,Entertainment,,2041
20/11/2023,Expense,Rent,Swiggy,1272
22/11/2023,Expense,Groceries,Flipkart,2082
22/11/2023,Expense,Credit card Bill payment,Amazon,1599
24/11/2023,Expense,Shopping,Movie tickets,1760
25/11/2023,Expense,Home,,485
26/11/2023,Expense,Food,Movie tickets,1187
28/11/2023,Expense,Entertainment,BigBasket,142
29/11/2023,Expense,Shopping,,748
30/11/2023,Expense,Clothing,Electricity board,1209
02/12/2023,Expense,Entertainment,Uber,442
02/12/2023,Expense,Credit card Bill payment,,109
05/12/2023,Expense,Home,Amazon,760
06/12/2023,Expense,Food,,2513
06/12/2023,Expense,Credit card Bill payment,Ola,2857
08/12/2023,Expense,Rent,BigBasket,730
10/12/2023,Expense,Others,Ola,1961
10/12/2023,Expense,Home,Uber,2696
14/12/2023,Expense,Travel,Movie tickets,2107
15/12/2023,Expense,Travel,Ola,1787
14/12/2023,Expense,Credit card Bill payment,,1277
17/12/2023,Income,Refund,,41102
17/12/2023,Income,Refund,,65554
18/12/2023,Expense,Groceries,Movie tickets,2113
20/12/2023,Expense,Entertainment,,213
21/12/2023,Expense,Rent,Movie tickets,1646
22/12/2023,Expense,Rent,,2871
26/12/2023,Expense,Groceries,Flipkart,2156
25/12/2023,Expense,Travel,Ola,2004
27/12/2023,Expense,Food,Flipkart,1406
30/12/2023,Expense,Others,Flipkart,2549
29/12/2023,Expense,Shopping,Flipkart,818
01/01/2024,Expense,Others,Electricity board,1203
03/01/2024,Expense,Clothing,Local vendor,2938
02/01/2024,Expense,Food,Electricity board,442
04/01/2024,Expense,Credit card Bill payment,Flipkart,603
05/01/2024,Expense,Credit card Bill payment,Flipkart,67
06/01/2024,Expense,Food,Movie tickets,176
09/01/2024,Expense,Shopping,Uber,2404
10/01/2024,Income,Refund,,69995
12/01/2024,Expense,Entertainment,,2158
11/01/2024,Expense,Clothing,,1146
14/01/2024,Expense,Clothing,Amazon,2397
15/01/2024,Expense,Entertainment,BigBasket,1519
16/01/2024,Expense,Entertainment,Movie tickets,2715
18/01/2024,Expense,Shopping,,2628
20/01/2024,Expense,Entertainment,Ola,2650
21/01/2024,Expense,Entertainment,Swiggy,2197
22/01/2024,Income,Salary,,34139
23/01/2024,Expense,Entertainment,Movie tickets,1165
24/01/2024,Expense,Clothing,Uber,2489
26/01/2024,Expense,Clothing,Movie tickets,140
26/01/2024,Expense,Clothing,Swiggy,806
28/01/2024,Expense,Travel,Uber,2470
30/01/2024,Expense,Clothing,Flipkart,736
30/01/2024,Expense,Groceries,Local vendor,816
02/02/2024,Expense,Others,,2437
04/02/2024,Expense,Groceries,BigBasket,2996
04/02/2024,Expense,Travel,Electricity board,1991
05/02/2024,Expense,Rent,Amazon,1609
07/02/2024,Expense,Groceries,Local vendor,2836
09/02/2024,Expense,Entertainment,Uber,2715
09/02/2024,Expense,Clothing,Zomato,1330
11/02/2024,Expense,Clothing,Zomato,2581
11/02/2024,Expense,Others,Amazon,2090
13/02/2024,Expense,Travel,Amazon,990
14/02/2024,Expense,Credit card Bill payment,Movie tickets,2028
17/02/2024,Expense,Travel,Ola,887
19/02/2024,Expense,Others,BigBasket,955
20/02/2024,Expense,Groceries,,475
19/02/2024,Expense,Shopping,Uber,2027
22/02/2024,Expense,Home,Amazon,2121
23/02/2024,Expense,Clothing,Flipkart,1846
24/02/2024,Expense,Others,Electricity board,901
25/02/2024,Expense,Entertainment,BigBasket,2960
27/02/2024,Expense,Food,BigBasket,775
27/02/2024,Expense,Travel,Movie tickets,3016
01/03/2024,Expense,Home,,329
01/03/2024,Expense,Clothing,,1237
02/03/2024,Expense,Groceries,Ola,625
04/03/2024,Expense,Groceries,,889
06/03/2024,Expense,Rent,,1700
06/03/2024,Expense,Travel,Local vendor,1581
09/03/2024,Expense,Home,Zomato,1892
09/03/2024,Expense,Rent,Swiggy,1472
10/03/2024,Expense,Credit card Bill payment,Flipkart,285
14/03/2024,Expense,Entertainment,,2638
14/03/2024,Expense,Home,,2753
14/03/2024,Expense,Home,Amazon,2395
17/03/2024,Expense,Entertainment,Flipkart,762
19/03/2024,Expense,Groceries,Amazon,1958
19/03/2024,Expense,Home,Electricity board,2915
22/03/2024,Expense,Shopping,,464
23/03/2024,Expense,Entertainment,Local vendor,1627
23/03/2024,Expense,Rent,Local vendor,2716
26/03/2024,Expense,Others,Local vendor,2887
27/03/2024,Expense,Others,Ola,163
28/03/2024,Expense,Clothing,,1260
30/03/2024,Expense,Shopping,Uber,2942
29/03/2024,Expense,Shopping,Flipkart,691
30/03/2024,Expense,Food,Flipkart,59
03/04/2024,Expense,Food,BigBasket,3005
02/04/2024,Expense,Rent,Movie tickets,263
03/04/2024,Expense,Credit card Bill payment,Uber,824
06/04/2024,Expense,Home,Amazon,2615
08/04/2024,Expense,Food,Swiggy,629
09/04/2024,Income,Salary,,53351
09/04/2024,Expense,Entertainment,Local vendor,2681
12/04/2024,Expense,Credit card Bill payment,Electricity board,1565
11/04/2024,Expense,Food,Ola,1922
14/04/2024,Expense,Others,Uber,3006
16/04/2024,Expense,Home,,1097
15/04/2024,Expense,Travel,Amazon,2534
17/04/2024,Expense,Food,,1740
18/04/2024,Expense,Clothing,Uber,1374
20/04/2024,Expense,Credit card Bill payment,Flipkart,2624
21/04/2024,Expense,Travel,Flipkart,2181
23/04/2024,Expense,Entertainment,Swiggy,395
24/04/2024,Expense,Rent,Electricity board,710
25/04/2024,Expense,Credit card Bill payment,Local vendor,2181
28/04/2024,Expense,Shopping,Uber,2810
27/04/2024,Expense,Others,Electricity board,1143
30/04/2024,Expense,Rent,Movie tickets,2534
01/05/2024,Expense,Others,Zomato,974
03/05/2024,Expense,Credit card Bill payment,,1115
04/05/2024,Expense,Groceries,Local vendor,617
04/05/2024,Expense,Groceries,Uber,2008
07/05/2024,Expense,Shopping,Uber,3042
09/05/2024,Expense,Travel,Movie tickets,570
08/05/2024,Expense,Entertainment,BigBasket,2745
10/05/2024,Expense,Food,Ola,1240
13/05/2024,Expense,Food,Local vendor,2803
14/05/2024,Expense,Others,Uber,3049
16/05/2024,Expense,Groceries,Flipkart,2194
16/05/2024,Expense,Clothing,Amazon,2673
17/05/2024,Expense,Groceries,Swiggy,1236
19/05/2024,Expense,Entertainment,Amazon,889
20/05/2024,Expense,Travel,BigBasket,939
20/05/2024,Expense,Credit card Bill payment,Uber,2348
24/05/2024,Expense,Rent,Movie tickets,372
24/05/2024,Expense,Others,Zomato,327
25/05/2024,Expense,Travel,Amazon,1757
27/05/2024,Expense,Clothing,Swiggy,467
27/05/2024,Expense,Clothing,Movie tickets,1353
28/05/2024,Expense,Others,Ola,1253
31/05/2024,Expense,Rent,Swiggy,1818
02/06/2024,Expense,Clothing,,1260
01/06/2024,Expense,Rent,Zomato,933
03/06/2024,Expense,Home,Local vendor,1372
05/06/2024,Expense,Entertainment,BigBasket,1485
07/06/2024,Expense,Travel,Electricity board,448
08/06/2024,Expense,Clothing,Zomato,919
08/06/2024,Expense,Travel,Swiggy,1754
09/06/2024,Expense,Shopping,Zomato,600
12/06/2024,Expense,Food,,501
12/06/2024,Expense,Food,Local vendor,922
14/06/2024,Expense,Travel,,2759
16/06/2024,Expense,Groceries,,1058
18/06/2024,Expense,Shopping,BigBasket,255
19/06/2024,Expense,Food,Local vendor,1100
20/06/2024,Expense,Travel,,1890
20/06/2024,Expense,Shopping,Movie tickets,1025
21/06/2024,Expense,Credit card Bill payment,,2983
25/06/2024,Expense,Food,Swiggy,1369
25/06/2024,Expense,Groceries,Movie tickets,2913
27/06/2024,Expense,Food,Movie tickets,2660
28/06/2024,Expense,Travel,Zomato,2377
28/06/2024,Expense,Travel,BigBasket,1532
01/07/2024,Expense,Rent,Zomato,2397
01/07/2024,Expense,Food,Electricity board,2419
04/07/2024,Expense,Credit card Bill payment,Flipkart,1384
05/07/2024,Expense,Rent,Electricity board,2043
07/07/2024,Expense,Rent,Zomato,624
06/07/2024,Expense,Shopping,Local vendor,1152
07/07/2024,Expense,Others,BigBasket,2186
09/07/2024,Expense,Food,Ola,2003
12/07/2024,Expense,Home,Zomato,3023
11/07/2024,Expense,Credit card Bill payment,Electricity board,1975
14/07/2024,Expense,Clothing,Ola,2502
14/07/2024,Expense,Clothing,Flipkart,863
15/07/2024,Expense,Entertainment,Movie tickets,2615
19/07/2024,Expense,Credit card Bill payment,Local vendor,2696
20/07/2024,Expense,Credit card Bill payment,Electricity board,2214
21/07/2024,Expense,Entertainment,Zomato,1695
22/07/2024,Expense,Groceries,Movie tickets,2712
22/07/2024,Expense,Shopping,Local vendor,2571
23/07/2024,Expense,Rent,Zomato,2766
26/07/2024,Expense,Entertainment,Ola,459
26/07/2024,Expense,Entertainment,Uber,2846
28/07/2024,Expense,Home,Local vendor,2874
31/07/2024,Expense,Groceries,Zomato,1537
30/07/2024,Expense,Rent,,2246
01/08/2024,Income,Salary,,44359
04/08/2024,Expense,Groceries,Movie tickets,2676
03/08/2024,Expense,Groceries,Ola,1195
04/08/2024,Expense,Groceries,Local vendor,2484
06/08/2024,Expense,Rent,,2816
09/08/2024,Expense,Shopping,BigBasket,1309
08/08/2024,Expense,Rent,Swiggy,1977
12/08/2024,Expense,Entertainment,Swiggy,1700
13/08/2024,Expense,Travel,Local vendor,1017
14/08/2024,Expense,Travel,Flipkart,1759
15/08/2024,Expense,Clothing,Local vendor,1425
16/08/2024,Expense,Entertainment,,2574
16/08/2024,Expense,Shopping,,1297
20/08/2024,Expense,Clothing,,2025
20/08/2024,Expense,Travel,Swiggy,2381
21/08/2024,Expense,Groceries,,1946
22/08/2024,Expense,Clothing,Movie tickets,849
24/08/2024,Expense,Groceries,Electricity board,1786
25/08/2024,Income,Salary,,38772
26/08/2024,Expense,Groceries,Ola,2183
27/08/2024,Expense,Entertainment,Uber,1521
28/08/2024,Expense,Travel,,1623
31/08/2024,Expense,Credit card Bill payment,,2226
01/09/2024,Expense,Entertainment,Movie tickets,1483
03/09/2024,Income,Salary,,52642
05/09/2024,Expense,Groceries,Electricity board,1256
05/09/2024,Expense,Food,Ola,1463
06/09/2024,Expense,Groceries,,796
07/09/2024,Expense,Food,Swiggy,2323
10/09/2024,Expense,Groceries,Amazon,776
10/09/2024,Expense,Shopping,Amazon,1127
13/09/2024,Expense,Clothing,Ola,2778
12/09/2024,Expense,Others,,2875
14/09/2024,Expense,Credit card Bill payment,BigBasket,2371
17/09/2024,Expense,Groceries,Movie tickets,65
18/09/2024,Expense,Credit card Bill payment,,446
20/09/2024,Expense,Travel,Flipkart,243
20/09/2024,Expense,Credit card Bill payment,Electricity board,1270
20/09/2024,Expense,Rent,BigBasket,879
22/09/2024,Expense,Entertainment,BigBasket,1814
24/09/2024,Expense,Clothing,Uber,1612
25/09/2024,Expense,Credit card Bill payment,Flipkart,718
28/09/2024,Expense,Travel,,1190
28/09/2024,Expense,Credit card Bill payment,,833
30/09/2024,Expense,Shopping,Ola,2454
02/10/2024,Expense,Credit card Bill payment,,1075
01/10/2024,Expense,Food,Electricity board,3041
02/10/2024,Expense,Credit card Bill payment,Zomato,644
06/10/2024,Expense,Entertainment,Amazon,2881
06/10/2024,Expense,Shopping,Flipkart,1438
06/10/2024,Expense,Rent,Electricity board,1935
10/10/2024,Expense,Others,Swiggy,1072
09/10/2024,Expense,Clothing,Ola,283
11/10/2024,Expense,Rent,Uber,835
13/10/2024,Income,Salary,,32200
14/10/2024,Income,Refund,,53993
16/10/2024,Expense,Clothing,,715
16/10/2024,Expense,Home,Uber,1558
18/10/2024,Expense,Travel,,941
19/10/2024,Expense,Travel,,2355
22/10/2024,Expense,Shopping,Zomato,2976
22/10/2024,Expense,Rent,BigBasket,2460
22/10/2024,Expense,Credit card Bill payment,Amazon,2911
26/10/2024,Expense,Groceries,Zomato,2987
26/10/2024,Expense,Food,Swiggy,2296
27/10/2024,Expense,Entertainment,,1668
29/10/2024,Expense,Food,,1640
31/10/2024,Expense,Entertainment,,604
31/10/2024,Expense,Shopping,Movie tickets,2722
03/11/2024,Expense,Rent,Swiggy,2834
04/11/2024,Expense,Credit card Bill payment,Zomato,2803
05/11/2024,Expense,Travel,,2810
07/11/2024,Expense,Entertainment,Local vendor,1585
08/11/2024,Expense,Groceries,Flipkart,441
09/11/2024,Expense,Home,Flipkart,1367
09/11/2024,Income,Salary,,38372
12/11/2024,Expense,Food,Uber,2661
11/11/2024,Expense,Food,Swiggy,1488
15/11/2024,Expense,Rent,Movie tickets,376
14/11/2024,Expense,Food,Local vendor,2517
16/11/2024,Income,Salary,,60395
18/11/2024,Expense,Clothing,Electricity board,2933
20/11/2024,Expense,Others,Amazon,3039
20/11/2024,Expense,Rent,,970
23/11/2024,Income,Salary,,36466
22/11/2024,Expense,Shopping,Uber,2064
25/11/2024,Expense,Food,Movie tickets,2233
25/11/2024,Expense,Food,Flipkart,427
26/11/2024,Expense,Travel,Flipkart,1227
29/11/2024,Expense,Food,,962
29/11/2024,Expense,Entertainment,Uber,2157
02/12/2024,Expense,Travel,BigBasket,833
03/12/2024,Expense,Travel,Flipkart,2724
04/12/2024,Expense,Others,BigBasket,189
06/12/2024,Expense,Credit card Bill payment,Electricity board,72
07/12/2024,Expense,Rent,,1166
07/12/2024,Expense,Credit card Bill payment,Electricity board,507
08/12/2024,Expense,Rent,Movie tickets,732
11/12/2024,Expense,Food,Movie tickets,2623
13/12/2024,Expense,Entertainment,Ola,628
13/12/2024,Expense,Home,Uber,2804
13/12/2024,Expense,Shopping,BigBasket,2984
16/12/2024,Expense,Entertainment,,1931
16/12/2024,Expense,Shopping,,750
18/12/2024,Expense,Clothing,BigBasket,2042
21/12/2024,Expense,Groceries,Movie tickets,2149
20/12/2024,Expense,Rent,Amazon,1872
24/12/2024,Expense,Credit card Bill payment,,2912
24/12/2024,Expense,Shopping,BigBasket,2141
25/12/2024,Expense,Credit card Bill payment,Movie tickets,201
27/12/2024,Expense,Others,Flipkart,2840
29/12/2024,Expense,Groceries,Amazon,1685
29/12/2024,Expense,Clothing,BigBasket,1830
30/12/2024,Expense,Shopping,,2221
02/01/2025,Expense,Rent,Swiggy,1338
02/01/2025,Expense,Credit card Bill payment,Ola,2117
03/01/2025,Expense,Shopping,Flipkart,1146
06/01/2025,Expense,Travel,Zomato,136
07/01/2025,Expense,Credit card Bill payment,Flipkart,354
09/01/2025,Expense,Groceries,Zomato,2726
08/01/2025,Expense,Home,,383
10/01/2025,Expense,Others,,1708
12/01/2025,Expense,Others,,2854
14/01/2025,Expense,Clothing,,1747
13/01/2025,Expense,Clothing,Flipkart,2779
16/01/2025,Expense,Others,Ola,2876
17/01/2025,Expense,Food,,1640
18/01/2025,Income,Salary,,36573
19/01/2025,Expense,Shopping,Ola,874
22/01/2025,Expense,Shopping,Swiggy,2636
21/01/2025,Expense,Home,Ola,1205
25/01/2025,Expense,Rent,Electricity board,2278
25/01/2025,Expense,Entertainment,Zomato,1077
26/01/2025,Expense,Home,Amazon,2065
28/01/2025,Expense,Groceries,Uber,2686
28/01/2025,Expense,Shopping,Local vendor,2470
29/01/2025,Expense,Rent,Uber,1634
01/02/2025,Expense,Shopping,Electricity board,669
03/02/2025,Expense,Credit card Bill payment,,1055
02/02/2025,Expense,Food,Electricity board,1529
06/02/2025,Expense,Groceries,Swiggy,1699
05/02/2025,Expense,Groceries,Zomato,104
06/02/2025,Expense,Clothing,Flipkart,436
08/02/2025,Expense,Food,Uber,2531
11/02/2025,Expense,Home,Swiggy,2281
10/02/2025,Expense,Travel,Uber,1331
12/02/2025,Expense,Entertainment,Amazon,2273
14/02/2025,Expense,Others,Ola,2224
15/02/2025,Expense,Groceries,Uber,853
17/02/2025,Expense,Credit card Bill payment,,509
17/02/2025,Expense,Credit card Bill payment,Movie tickets,2772
19/02/2025,Expense,Entertainment,BigBasket,2951
21/02/2025,Expense,Entertainment,Flipkart,1533
21/02/2025,Expense,Groceries,Amazon,1651
23/02/2025,Expense,Food,Zomato,1324
24/02/2025,Expense,Food,,1888
26/02/2025,Expense,Clothing,Amazon,858
26/02/2025,Expense,Clothing,Zomato,2173
01/03/2025,Expense,Shopping,Amazon,1428
03/03/2025,Expense,Rent,Flipkart,2515
02/03/2025,Expense,Clothing,Uber,1816
06/03/2025,Expense,Home,Uber,2759
05/03/2025,Expense,Rent,Swiggy,1193
07/03/2025,Expense,Groceries,Swiggy,2493
09/03/2025,Expense,Clothing,Uber,817
09/03/2025,Expense,Home,Zomato,1642
12/03/2025,Expense,Rent,,2282
12/03/2025,Expense,Others,Swiggy,1162
13/03/2025,Expense,Shopping,Amazon,1198
15/03/2025,Expense,Groceries,Electricity board,1614
17/03/2025,Expense,Credit card Bill payment,Ola,289
19/03/2025,Expense,Groceries,,2568
20/03/2025,Expense,Credit card Bill payment,Uber,401
21/03/2025,Expense,Others,Uber,2493
23/03/2025,Expense,Clothing,Amazon,1301
23/03/2025,Expense,Others,Ola,669
25/03/2025,Expense,Home,Local vendor,2598
26/03/2025,Expense,Others,,1531
26/03/2025,Expense,Travel,,2041
28/03/2025,Expense,Credit card Bill payment,Flipkart,1093
31/03/2025,Expense,Others,Ola,1415
01/04/2025,Expense,Shopping,Ola,2138
03/04/2025,Expense,Travel,Local vendor,1076
03/04/2025,Expense,Home,Amazon,2053
03/04/2025,Expense,Travel,,2330
07/04/2025,Expense,Travel,Movie tickets,1455
06/04/2025,Expense,Shopping,Flipkart,2813
07/04/2025,Expense,Groceries,Electricity board,480
11/04/2025,Expense,Home,Local vendor,2023
11/04/2025,Income,Refund,,31673
12/04/2025,Expense,Entertainment,Zomato,1891
15/04/2025,Expense,Others,Electricity board,2704
16/04/2025,Expense,Entertainment,Ola,1022
17/04/2025,Income,Refund,,36257
17/04/2025,Expense,Groceries,Electricity board,2658
18/04/2025,Expense,Travel,Flipkart,2698
21/04/2025,Expense,Entertainment,Flipkart,1934
22/04/2025,Expense,Rent,Uber,1217
22/04/2025,Expense,Credit card Bill payment,Ola,1974
26/04/2025,Expense,Home,Movie tickets,2092
25/04/2025,Expense,Home,Zomato,684
28/04/2025,Expense,Groceries,Ola,1696
28/04/2025,Income,Refund,,40421
01/05/2025,Expense,Entertainment,,540
30/04/2025,Expense,Food,Zomato,1221
03/05/2025,Expense,Credit card Bill payment,Movie tickets,1401
04/05/2025,Expense,Entertainment,Ola,771
06/05/2025,Expense,Rent,,892
08/05/2025,Expense,Travel,BigBasket,2881
08/05/2025,Expense,Entertainment,Movie tickets,1820
09/05/2025,Expense,Others,Local vendor,686
12/05/2025,Expense,Travel,Zomato,2786
12/05/2025,Expense,Home,Movie tickets,1126
13/05/2025,Expense,Groceries,Flipkart,1302
14/05/2025,Expense,Shopping,Flipkart,483
15/05/2025,Expense,Others,Movie tickets,1843
17/05/2025,Expense,Shopping,Swiggy,655
19/05/2025,Expense,Food,Swiggy,373
20/05/2025,Expense,Credit card Bill payment,,1565
21/05/2025,Expense,Groceries,,2369
24/05/2025,Expense,Home,Swiggy,900
23/05/2025,Expense,Groceries,Swiggy,1138
25/05/2025,Expense,Travel,Swiggy,409
27/05/2025,Expense,Rent,BigBasket,1855
29/05/2025,Expense,Entertainment,Flipkart,611
29/05/2025,Expense,Groceries,Electricity board,1755
